supplier,recipient,ordered,designation_num,weapon_description,delivery_year,delivered_num,comments
" United States
", South Korea,, , Standard Missile-2MR, (2018), , 
" United States
", Spain, 4, MQ-9 Reaper, UAV, , , EUR158-161 m ($177 m) deal |  delivery planned 2019
" United States
", Spain,, 2, S-70/UH-60L, 2017, , 
" United States
", Spain,, 17, CH-47F Chinook, 2018, , 
" United States
", Spain,, , RIM-162 ESSM Block-2, (2018), , 
" United States
", Sri Lanka, 1, Hamilton, OPV, 2018, 1, Second-hand |  aid
" United States
", Sweden, 4, APS-143(V), MP aircraft radar, , , For 4 NH-90 transport aircraft modified to ASW version
" United States
", Sweden,, , MIM-104C PAC-2, 2018, , 
" United States
", Sweden,, , MIM-104F PAC-3, (2018), , 
" United States
", Sweden,, (4), Patriot PAC-3, (2018), , 
" United States
", Taiwan, (650), C-9, Diesel engine, 2014-2018, (605), For 650 CM-32 APC/IFV produced in Taiwan
" United States
", Taiwan,, (45), S-70/UH-60L, (2012), 2014-2018, (44)
" United States
", Taiwan,, 144, APG-83 SABR, (2014), 2018, 4
" United States
", Taiwan,, (40), AIM-9X Sidewinder, (2016), 2018, (20)
" United States
", Taiwan,, 13, Mk-15 Phalanx, 2016, , 
" United States
", Taiwan,, (56), AGM-154 JSOW, (2017), , 
" United States
", Taiwan,, (132), F-125, (2017), , 
" United States
", Taiwan,, (208), FGM-148 Javelin, 2017, , 
" United States
", Taiwan,, (250), FIM-92 Stinger, (2017), 2018, (250)
" United States
", Taiwan,, 16, Standard Missile-2MR, 2017, , 
" United States
", Taiwan,, 18, AAQ-33 Sniper, 2018, , 
" United States
", Taiwan,, 36, AAV-7A1, 2018, , 
" United States
", Taiwan,, 769, BGM-71F TOW-2B, (2018), , 
" United States
", Taiwan,, 11, Mk-15 Phalanx, (2018), , 
" United States
", Taiwan,, (46), Mk-48 Mod-5 ADCAP, 2018, , 
" United States
", Thailand, 1, LM-2500, Gas turbine, 2018, 1, For 1 DW-3000 (Bhumibol Adulyadej) frigate from South Korea
" United States
", Thailand,, 1, Mk-15 Phalanx, (2013), 2018, 1
" United States
", Thailand,, 1, Mk-41, (2013), 2018, 1
" United States
", Thailand,, (4), F404, 2015, 2018, (4)
" United States
", Thailand,, 1, LM-2500, (2015), , 
" United States
", Thailand,, 1, Mk-15 Phalanx, (2015), , 
" United States
", Thailand,, 1, Mk-41, (2015), , 
" United States
", Thailand,, 14, RIM-162 ESSM, (2015), 2017-2018, (14)
" United States
", Thailand,, , Mk-54 MAKO, (2016), 2018, (5)
" United States
", Thailand,, (50), BGM-71F TOW-2B, 2017, 2018, (50)
" United States
", Thailand,, (8), F404, 2017, , 
" United States
", Tunisia, 8, S-70/UH-60L, Helicopter, 2017-2018, 8, UH-60M version
" United States
", Tunisia,, 8, C280-12, 2016, 2018, 8
" United States
", Tunisia,, 4, S-70/UH-60L, 2016, , 
" United States
", Tunisia,, 9, Pitbull VX, 2018, 2018, 9
" United States
", Turkey, (125), RIM-116A RAM, SAM, 2011-2018, (105), For MilGem (Ada) frigates
" United States
", Turkey,, 4, Mk-15 Phalanx, (2011), 2017-2018, 4
" United States
", Turkey,, (145), AIM-120C AMRAAM, (2014), 2016-2018, (108)
" United States
", Turkey,, , RIM-162 ESSM Block-2, (2014), , 
" United States
", Turkey,, 4, CH-47F Chinook, 2015, 2018, (4)
" United States
", Turkey,, (1300), JDAM, 2015, 2017-2018, (1300)
" United States
", Turkey,, 2, LM-2500, 2015, 2018, 1
" United States
", Turkey,, 2, Mk-15 Phalanx, (2015), , 
" United States
", Turkey,, 4, Mk-15 Phalanx, (2015), 2017-2018, (4)
" United States
", Turkey,, 4, LM-2500, (2016), , 
" United States
", Turkey,, 4, Mk-15 Phalanx, (2016), , 
" United States
", Turkey,, 4, Mk-41, (2016), , 
" United States
", Turkey,, (150), RIM-116A RAM, (2016), , 
" United States
", Turkey,, 35, APG-68, 2017, , 
" United States
", Turkey,, 100, JDAM, 2017, 2018, (100)
" United States
", Turkey,, , FGM-148 Javelin, 2018, , 
" United States
", UAE, 192, THAAD missile, ABM missile, 2015-2018, (171), Delivery planned 2015-2019
" United States
", UAE,, (2000), Talon, 2013, 2015-2018, (2000)
" United States
", UAE,, 542, Caiman, 2014, 2016-2018, (542)
" United States
", UAE,, (5000), GBU-39 SDB, (2014), 2015-2018, (4000)
" United States
", UAE,, (1085), MaxxPro, 2014, 2017-2018, (1085)
" United States
", UAE,, (1312), MaxxPro, 2014, 2016-2018, (243)
" United States
", UAE,, 124, MGM-140B ATACMS, 2015, 2017-2018, (124)
" United States
", UAE,, (3504), JDAM, (2016), 2017-2018, (3504)
" United States
", UAE,, (96), RIM-162 ESSM, 2016, 2018, (48)
" United States
", UAE,, (1000), AGM-114K HELLFIRE, 2017, 2018, (1000)
" United States
", UAE,, (400), C-9, 2017, 2018, (50)
" United States
", UAE,, , DB-110, 2017, , 
" United States
", UAE,, (1500), ISB4, 2017, 2018, (20)
" United States
", UAE,, 1500, JDAM, 2017, 2018, (1500)
" United States
", UAE,, 100, MIM-104C PAC-2, 2017, 2018, (30)
" United States
", UAE,, 60, MIM-104F PAC-3, 2017, , 
" United States
", UAE,, (13640), Paveway, 2017, 2018, (3000)
" United States
", UAE,, 17, AH-64E Apache Guardian, 2018, , 
" United States
", UAE,, 300, AIM-9X Sidewinder, 2018, , 
" United States
", Ukraine, 3, HMMWV Up-Armoured, APV, , , Survivable Combat Tactical Vehicle version
" United States
", Ukraine,, 2, Island, 2018, 2018, 2
" United States
", United Kingdom, 9, P-8A Poseidon, ASW aircraft, , , GBP3 b ($3.9 b) deal |  delivery planned 2019-2021
" United States
", United Kingdom,, 10, PC-9, 2016, 2018, 10
" United States
", United Kingdom,, (16), Protector CPB, 2016, , 
" United States
", United Kingdom,, (8), Mk-41, 2017, , 
" United States
", United Kingdom,, (737), L-ATV, 2018, , 
" United States
", United Kingdom,, , Mk-54 MAKO, (2018), , 
" United States
", Uzbekistan, (24), ISC, Diesel engine, 2018, (24), For 24 Ejder Yalcin APC from Turkey |  designation uncertain (reported as 'Cummins 375hp diesel')
" United States
", Zambia, 4, AE-2100, Turboprop, , , For 2 C-27J transport aircraft from Italy
" Unknown supplier(s)
", Azerbaijan, (2), Bell-412, Helicopter, 2018, (2), Second-hand
" Unknown supplier(s)
", Guyana, 2, Skyvan, Light transport ac, 2018, (2), Second-hand
" Unknown supplier(s)
", Jamaica, 2, Bell-206/OH-58, Light helicopter, , , Second-hand |  Bell-206B-3 version |  for training
